Nome Município,Código,2015,2016,2017,2018,2019,2020,2021,2022,Estado,Estado_Municipio
ATALANTA,420180,95.56,62.5,137.5,146.43,78.43,88.24,90.91,63.04,SC,SC-ATALANTA
AURORA,420190,73.53,77.14,120.0,152.38,101.25,78.75,55.95,92.11,SC,SC-AURORA
BALNEARIO ARROIO DO SILVA,420195,138.93,89.86,105.8,86.71,86.42,88.27,78.31,88.1,SC,SC-BALNEARIO ARROIO DO SILVA
BALNEARIO CAMBORIU,420200,231.44,277.67,95.12,52.09,79.53,77.35,60.94,84.2,SC,SC-BALNEARIO CAMBORIU
BALNEARIO BARRA DO SUL,420205,66.36,0.72,246.04,186.13,154.79,39.73,0.7,10.26,SC,SC-BALNEARIO BARRA DO SUL
BALNEARIO GAIVOTA,420207,116.1,97.67,110.08,114.39,100.0,80.69,74.17,60.84,SC,SC-BALNEARIO GAIVOTA
BANDEIRANTE,420208,28.12,2.86,71.43,90.0,126.47,20.59,0.0,51.35,SC,SC-BANDEIRANTE
BARRA BONITA,420209,61.11,66.67,100.0,100.0,87.5,58.33,105.0,183.33,SC,SC-BARRA BONITA
BARRA VELHA,420210,29.93,43.65,28.78,11.18,14.95,15.73,21.15,54.89,SC,SC-BARRA VELHA
BELA VISTA DO TOLDO,420213,113.24,71.79,76.92,122.64,85.51,78.26,81.54,110.0,SC,SC-BELA VISTA DO TOLDO
BELMONTE,420215,127.59,109.38,121.88,85.29,90.24,53.66,106.06,103.33,SC,SC-BELMONTE
BENEDITO NOVO,420220,45.45,88.89,16.16,28.57,34.31,51.96,14.43,105.26,SC,SC-BENEDITO NOVO
BIGUACU,420230,12.3,4.66,7.77,31.3,51.61,54.53,31.81,47.82,SC,SC-BIGUACU
BLUMENAU,420240,118.44,113.98,14.43,6.31,2.59,25.14,11.86,25.05,SC,SC-BLUMENAU
BOCAINA DO SUL,420243,66.67,50.94,126.42,51.28,50.0,14.0,39.39,60.0,SC,SC-BOCAINA DO SUL
BOMBINHAS,420245,49.81,54.76,57.94,54.04,73.29,79.11,35.76,70.31,SC,SC-BOMBINHAS
BOM JARDIM DA SERRA,420250,138.46,76.47,103.92,87.5,82.35,43.14,42.86,76.47,SC,SC-BOM JARDIM DA SERRA
BOM JESUS,420253,155.88,154.55,72.73,105.88,96.67,83.33,77.78,100.0,SC,SC-BOM JESUS
BOM JESUS DO OESTE,420257,69.23,86.36,127.27,123.81,75.86,82.76,113.64,90.48,SC,SC-BOM JESUS DO OESTE
BOM RETIRO,420260,15.45,1.85,107.41,57.25,89.74,28.85,54.84,135.51,SC,SC-BOM RETIRO
BOTUVERA,420270,0.0,31.11,40.0,66.1,51.85,0.0,11.11,68.97,SC,SC-BOTUVERA
BRACO DO NORTE,420280,101.97,94.26,91.61,106.18,108.23,109.44,94.42,97.81,SC,SC-BRACO DO NORTE
BRACO DO TROMBUDO,420285,40.68,90.0,94.0,106.67,102.27,77.27,27.27,148.78,SC,SC-BRACO DO TROMBUDO
BRUNOPOLIS,420287,91.18,110.0,96.67,62.5,78.57,171.43,87.5,127.27,SC,SC-BRUNOPOLIS
BRUSQUE,420290,113.48,123.3,108.93,110.4,104.78,99.67,87.35,90.59,SC,SC-BRUSQUE
CACADOR,420300,90.98,78.87,97.95,101.89,97.48,90.17,86.74,71.45,SC,SC-CACADOR
CAIBI,420310,139.44,111.67,128.33,116.13,113.04,28.99,28.09,121.13,SC,SC-CAIBI
CALMON,420315,83.78,71.43,106.35,94.83,52.94,57.35,74.6,118.18,SC,SC-CALMON
CAMBORIU,420320,71.62,67.85,62.62,55.2,78.07,73.7,69.03,135.73,SC,SC-CAMBORIU
CAPAO ALTO,420325,3.85,0.0,56.67,33.33,100.0,20.0,66.67,113.64,SC,SC-CAPAO ALTO
CAMPO ALEGRE,420330,105.71,83.76,92.31,86.39,104.79,90.41,63.4,80.0,SC,SC-CAMPO ALEGRE
CAMPO BELO DO SUL,420340,16.51,18.39,118.39,59.55,73.04,34.78,68.35,15.85,SC,SC-CAMPO BELO DO SUL
CAMPO ERE,420350,78.42,106.85,91.1,94.3,95.0,105.0,66.67,87.5,SC,SC-CAMPO ERE
CAMPOS NOVOS,420360,86.72,115.65,96.5,105.09,101.37,76.47,66.73,97.43,SC,SC-CAMPOS NOVOS
CANELINHA,420370,48.94,37.14,44.29,46.28,81.36,61.02,23.12,93.12,SC,SC-CANELINHA
CANOINHAS,420380,118.93,93.27,89.9,84.87,88.02,53.72,53.32,67.16,SC,SC-CANOINHAS
CAPINZAL,420390,87.08,116.79,113.21,107.86,91.38,114.77,106.47,124.31,SC,SC-CAPINZAL
CAPIVARI DE BAIXO,420395,55.8,47.1,54.52,81.95,95.72,85.02,63.98,86.38,SC,SC-CAPIVARI DE BAIXO
CATANDUVAS,420400,97.06,113.71,141.94,114.69,96.26,94.65,91.44,104.84,SC,SC-CATANDUVAS
CAXAMBU DO SUL,420410,112.5,87.93,129.31,92.73,105.26,89.47,78.12,118.97,SC,SC-CAXAMBU DO SUL
CELSO RAMOS,420415,109.68,152.17,143.48,94.29,103.23,135.48,86.67,68.97,SC,SC-CELSO RAMOS
CERRO NEGRO,420417,14.29,0.0,41.67,46.67,133.33,22.22,60.0,80.0,SC,SC-CERRO NEGRO
CHAPADAO DO LAGEADO,420419,79.55,164.29,150.0,73.47,93.02,81.4,65.91,61.76,SC,SC-CHAPADAO DO LAGEADO
CHAPECO,420420,86.68,47.93,115.58,112.1,105.38,98.58,99.51,100.84,SC,SC-CHAPECO
COCAL DO SUL,420425,71.94,87.96,85.19,108.21,97.52,105.45,66.32,82.5,SC,SC-COCAL DO SUL
CONCORDIA,420430,139.93,101.88,110.51,102.32,96.9,111.06,97.57,97.32,SC,SC-CONCORDIA
CORDILHEIRA ALTA,420435,85.71,114.29,136.73,133.33,86.57,91.04,81.97,55.22,SC,SC-CORDILHEIRA ALTA
CORONEL FREITAS,420440,155.88,113.39,126.79,100.88,122.02,79.82,62.04,143.55,SC,SC-CORONEL FREITAS
CORONEL MARTINS,420445,53.33,100.0,115.38,70.0,58.82,67.65,123.53,95.65,SC,SC-CORONEL MARTINS
CORUPA,420450,141.32,128.57,99.43,92.92,97.25,118.68,97.74,102.87,SC,SC-CORUPA
CORREIA PINTO,420455,18.98,2.25,76.13,46.73,99.54,49.77,48.52,86.86,SC,SC-CORREIA PINTO
CRICIUMA,420460,132.71,77.55,92.54,96.02,90.28,89.24,88.86,107.84,SC,SC-CRICIUMA
CUNHA PORA,420470,108.7,87.5,94.44,88.55,93.89,123.66,118.46,97.24,SC,SC-CUNHA PORA
CUNHATAI,420475,41.18,10.0,95.0,133.33,158.82,117.65,55.56,133.33,SC,SC-CUNHATAI
CURITIBANOS,420480,105.3,104.08,92.89,81.03,79.61,24.27,62.69,91.45,SC,SC-CURITIBANOS
DESCANSO,420490,170.24,93.62,107.45,129.63,78.22,52.48,76.04,90.59,SC,SC-DESCANSO
DIONISIO CERQUEIRA,420500,88.8,82.24,79.54,77.08,96.21,58.29,42.08,62.5,SC,SC-DIONISIO CERQUEIRA
DONA EMMA,420510,159.52,120.51,110.26,126.92,114.55,49.09,69.23,103.57,SC,SC-DONA EMMA
DOUTOR PEDRINHO,420515,0.0,0.0,0.0,31.25,58.06,54.84,35.9,58.82,SC,SC-DOUTOR PEDRINHO
ENTRE RIOS,420517,109.8,90.7,79.07,106.0,90.16,111.48,101.72,105.08,SC,SC-ENTRE RIOS
ERMO,420519,124.24,100.0,162.5,48.72,92.68,43.9,44.12,22.73,SC,SC-ERMO
ERVAL VELHO,420520,123.26,78.46,107.69,116.67,94.12,76.47,78.79,142.55,SC,SC-ERVAL VELHO
FAXINAL DOS GUEDES,420530,93.41,104.69,116.41,113.7,88.41,112.2,93.79,80.25,SC,SC-FAXINAL DOS GUEDES
FLOR DO SERTAO,420535,65.0,31.82,27.27,95.45,113.33,6.67,8.7,193.75,SC,SC-FLOR DO SERTAO
FLORIANOPOLIS,420540,165.73,190.02,33.91,136.35,18.49,40.63,5.97,11.26,SC,SC-FLORIANOPOLIS
FORMOSA DO SUL,420543,104.0,100.0,77.78,191.67,64.1,89.74,132.0,57.5,SC,SC-FORMOSA DO SUL
FORQUILHINHA,420545,115.8,93.92,103.89,102.44,99.08,100.69,49.55,77.93,SC,SC-FORQUILHINHA
FRAIBURGO,420550,138.68,109.61,92.35,92.63,96.71,119.77,71.4,106.99,SC,SC-FRAIBURGO
FREI ROGERIO,420555,81.08,111.54,88.46,111.54,73.91,78.26,68.18,126.92,SC,SC-FREI ROGERIO
GALVAO,420560,64.44,130.0,82.5,124.39,58.82,105.88,118.75,80.43,SC,SC-GALVAO
GAROPABA,420570,99.6,60.78,43.92,64.29,62.15,77.92,40.62,28.15,SC,SC-GAROPABA
GARUVA,420580,14.34,0.0,3.5,1.9,0.0,0.0,3.91,17.86,SC,SC-GARUVA
GASPAR,420590,99.38,50.49,60.22,93.72,80.02,62.03,44.52,58.71,SC,SC-GASPAR
GOVERNADOR CELSO RAMOS,420600,16.55,64.42,71.17,114.37,64.2,49.43,38.89,67.33,SC,SC-GOVERNADOR CELSO RAMOS
GRAO PARA,420610,130.0,94.12,83.53,117.81,121.43,155.71,132.14,126.73,SC,SC-GRAO PARA
GRAVATAL,420620,62.2,160.5,40.34,81.82,103.91,104.69,89.29,94.96,SC,SC-GRAVATAL
GUABIRUBA,420630,106.0,20.22,30.34,88.07,71.52,4.64,1.49,33.62,SC,SC-GUABIRUBA
GUARACIABA,420640,170.59,54.72,73.58,142.35,117.89,88.62,39.13,68.0,SC,SC-GUARACIABA
GUARAMIRIM,420650,107.99,107.98,110.2,106.29,91.02,117.8,90.86,87.24,SC,SC-GUARAMIRIM
GUARUJA DO SUL,420660,81.36,124.44,124.44,117.54,105.26,45.61,41.94,110.0,SC,SC-GUARUJA DO SUL
GUATAMBU,420665,32.47,6.59,150.55,106.19,89.83,71.19,110.38,228.12,SC,SC-GUATAMBU
HERVAL D'OESTE,420670,105.86,105.28,104.29,101.29,96.25,85.31,82.3,85.61,SC,SC-HERVAL D'OESTE
IBIAM,420675,100.0,100.0,120.0,82.61,70.83,83.33,53.33,65.38,SC,SC-IBIAM
IBICARE,420680,112.5,119.23,92.31,124.32,103.57,146.43,169.23,105.0,SC,SC-IBICARE
IBIRAMA,420690,75.0,54.51,77.44,95.7,85.19,18.93,9.29,79.59,SC,SC-IBIRAMA
ICARA,420700,158.46,179.66,109.89,100.52,90.5,75.5,53.25,97.22,SC,SC-ICARA
ILHOTA,420710,75.9,61.67,88.33,107.22,76.19,50.6,47.42,71.98,SC,SC-ILHOTA
IMARUI,420720,63.56,55.96,253.21,75.45,55.86,86.49,44.34,65.55,SC,SC-IMARUI
IMBITUBA,420730,84.57,62.5,83.53,79.69,76.86,83.56,80.47,81.4,SC,SC-IMBITUBA
IMBUIA,420740,120.29,110.67,98.67,77.33,109.88,138.27,114.43,125.97,SC,SC-IMBUIA
INDAIAL,420750,66.5,76.82,117.72,87.24,78.28,77.77,77.03,65.07,SC,SC-INDAIAL
IOMERE,420757,100.0,229.41,241.18,85.71,87.23,42.55,39.53,64.29,SC,SC-IOMERE
IPIRA,420760,77.27,104.0,82.0,119.61,104.08,120.41,119.23,77.36,SC,SC-IPIRA
IPORA DO OESTE,420765,83.33,76.47,89.08,114.44,110.19,113.89,107.5,93.97,SC,SC-IPORA DO OESTE
IPUACU,420768,177.52,266.67,151.28,104.85,73.74,96.09,113.08,121.26,SC,SC-IPUACU
IPUMIRIM,420770,148.15,84.04,98.94,111.11,82.14,111.61,98.96,110.68,SC,SC-IPUMIRIM
IRACEMINHA,420775,71.79,119.35,158.06,118.6,69.39,40.82,75.68,116.22,SC,SC-IRACEMINHA
IRANI,420780,166.94,84.38,92.97,133.67,123.08,92.31,73.38,115.83,SC,SC-IRANI
IRATI,420785,123.33,140.91,145.45,95.45,110.71,64.29,37.5,166.67,SC,SC-IRATI
IRINEOPOLIS,420790,86.57,100.0,114.49,129.31,93.1,97.93,101.4,102.38,SC,SC-IRINEOPOLIS
ITA,420800,160.34,175.0,172.73,135.0,186.27,196.08,94.32,128.38,SC,SC-ITA
ITAIOPOLIS,420810,49.82,52.92,89.35,91.03,81.23,39.25,68.92,157.38,SC,SC-ITAIOPOLIS
ITAJAI,420820,136.1,122.99,126.06,114.6,115.25,131.29,88.49,124.98,SC,SC-ITAJAI
ITAPEMA,420830,81.71,41.54,65.25,77.66,83.49,90.6,60.04,125.92,SC,SC-ITAPEMA
ITAPIRANGA,420840,112.29,116.95,120.9,106.73,98.57,104.29,92.27,72.69,SC,SC-ITAPIRANGA
ITAPOA,420845,38.5,4.1,16.8,7.06,10.98,6.82,13.65,19.81,SC,SC-ITAPOA
ITUPORANGA,420850,118.6,109.14,103.23,111.8,104.49,79.68,97.88,119.37,SC,SC-ITUPORANGA
JABORA,420860,103.17,156.82,152.27,112.5,83.33,96.97,117.54,92.59,SC,SC-JABORA
JACINTO MACHADO,420870,109.09,119.35,105.65,121.71,100.79,53.54,20.0,82.35,SC,SC-JACINTO MACHADO
JAGUARUNA,420880,49.12,65.71,43.81,63.22,87.35,84.58,128.85,117.53,SC,SC-JAGUARUNA
JARAGUA DO SUL,420890,119.31,98.5,98.09,121.15,109.71,161.17,141.58,152.34,SC,SC-JARAGUA DO SUL
JARDINOPOLIS,420895,104.0,69.23,88.46,142.86,96.15,65.38,91.3,105.26,SC,SC-JARDINOPOLIS
JOACABA,420900,112.5,115.14,100.57,96.57,93.86,105.56,105.1,97.55,SC,SC-JOACABA
JOINVILLE,420910,126.85,134.94,114.34,123.46,119.92,126.87,102.75,115.97,SC,SC-JOINVILLE
JOSE BOITEUX,420915,70.24,37.76,81.63,69.81,88.24,66.67,87.88,80.73,SC,SC-JOSE BOITEUX
JUPIA,420917,105.56,75.0,120.0,169.23,93.1,72.41,85.29,20.69,SC,SC-JUPIA
LACERDOPOLIS,420920,152.63,117.86,64.29,88.46,128.0,104.0,70.37,128.57,SC,SC-LACERDOPOLIS
LAGES,420930,107.56,145.89,114.84,60.06,87.03,52.07,67.99,58.45,SC,SC-LAGES
LAGUNA,420940,122.34,85.94,74.02,94.77,86.68,108.46,81.02,119.4,SC,SC-LAGUNA
LAJEADO GRANDE,420945,166.67,133.33,161.11,145.0,111.54,80.77,53.85,110.53,SC,SC-LAJEADO GRANDE
LAURENTINO,420950,0.0,3.06,69.39,93.81,94.06,64.36,64.65,149.37,SC,SC-LAURENTINO
LAURO MULLER,420960,139.18,102.34,78.04,83.87,84.94,112.05,68.82,79.27,SC,SC-LAURO MULLER
LEBON REGIS,420970,140.62,126.54,88.27,105.42,82.88,88.36,82.61,92.97,SC,SC-LEBON REGIS
LEOBERTO LEAL,420980,130.0,148.48,109.09,89.74,84.62,135.9,97.3,66.67,SC,SC-LEOBERTO LEAL
LINDOIA DO SUL,420985,242.86,98.15,111.11,97.92,93.1,89.66,113.79,134.88,SC,SC-LINDOIA DO SUL
LONTRAS,420990,89.35,36.75,82.53,118.24,92.17,98.19,101.95,114.02,SC,SC-LONTRAS
LUIZ ALVES,421000,19.64,19.46,62.16,79.17,24.72,32.58,35.86,45.6,SC,SC-LUIZ ALVES
LUZERNA,421003,162.79,113.33,113.33,109.52,81.97,83.61,90.0,129.41,SC,SC-LUZERNA
MACIEIRA,421005,69.7,177.27,163.64,88.46,114.29,104.76,70.83,140.0,SC,SC-MACIEIRA
MAFRA,421010,227.17,180.08,94.36,116.08,90.98,80.43,97.48,96.36,SC,SC-MAFRA
MAJOR GERCINO,421020,14.81,36.11,91.67,196.0,86.84,113.16,50.0,122.86,SC,SC-MAJOR GERCINO
MAJOR VIEIRA,421030,84.62,113.16,103.95,69.42,134.15,113.41,68.32,101.63,SC,SC-MAJOR VIEIRA
MARACAJA,421040,97.47,87.07,73.28,101.94,122.22,112.22,78.1,38.74,SC,SC-MARACAJA
MARAVILHA,421050,179.68,100.53,91.49,111.88,93.89,109.17,123.18,140.84,SC,SC-MARAVILHA
MAREMA,421055,250.0,200.0,109.09,94.44,152.94,11.76,3.85,125.0,SC,SC-MAREMA
MASSARANDUBA,421060,111.31,106.11,103.33,100.99,92.38,99.52,107.44,106.53,SC,SC-MASSARANDUBA
MATOS COSTA,421070,226.67,160.61,151.52,111.11,132.26,103.23,57.89,122.22,SC,SC-MATOS COSTA
MELEIRO,421080,124.0,100.0,81.4,116.47,96.34,106.1,84.81,95.24,SC,SC-MELEIRO
MIRIM DOCE,421085,80.0,102.78,83.33,93.94,177.27,90.91,38.89,96.55,SC,SC-MIRIM DOCE
MODELO,421090,93.18,63.46,84.62,135.14,97.73,72.73,108.16,151.52,SC,SC-MODELO
MONDAI,421100,135.85,117.12,101.8,98.41,107.44,84.3,90.83,121.37,SC,SC-MONDAI
MONTE CARLO,421105,112.34,134.92,125.4,95.03,91.33,95.33,100.0,134.35,SC,SC-MONTE CARLO
MONTE CASTELO,421110,152.83,60.16,92.19,101.53,97.73,90.91,95.42,112.26,SC,SC-MONTE CASTELO
MORRO DA FUMACA,421120,94.96,88.98,100.0,93.44,79.85,42.91,39.63,108.41,SC,SC-MORRO DA FUMACA
MORRO GRANDE,421125,60.71,100.0,167.65,144.44,63.27,100.0,81.08,111.11,SC,SC-MORRO GRANDE
NAVEGANTES,421130,76.16,48.81,76.14,92.75,91.24,85.84,75.82,80.59,SC,SC-NAVEGANTES
NOVA ERECHIM,421140,113.46,112.0,114.0,82.35,127.12,84.75,47.3,129.69,SC,SC-NOVA ERECHIM
NOVA ITABERABA,421145,120.0,70.21,148.94,196.77,169.23,135.9,72.41,107.55,SC,SC-NOVA ITABERABA
NOVA TRENTO,421150,193.38,117.48,90.91,145.77,151.7,52.38,25.26,86.83,SC,SC-NOVA TRENTO
NOVA VENEZA,421160,167.8,101.08,89.78,104.17,99.38,114.38,68.12,76.33,SC,SC-NOVA VENEZA
NOVO HORIZONTE,421165,71.43,116.67,100.0,112.5,82.76,117.24,87.5,70.83,SC,SC-NOVO HORIZONTE
ORLEANS,421170,94.62,96.03,111.11,109.69,103.55,104.84,90.06,100.3,SC,SC-ORLEANS
OTACILIO COSTA,421175,49.21,66.53,80.33,50.34,71.88,37.89,46.15,84.26,SC,SC-OTACILIO COSTA
OURO,421180,82.05,107.59,107.59,94.74,83.33,81.11,88.73,86.49,SC,SC-OURO
OURO VERDE,421185,3.7,47.06,111.76,170.59,119.23,26.92,4.17,24.0,SC,SC-OURO VERDE
PAIAL,421187,78.57,26.32,136.84,150.0,116.67,108.33,82.14,156.52,SC,SC-PAIAL
PAINEL,421189,22.22,6.9,82.76,36.67,126.32,173.68,96.77,67.57,SC,SC-PAINEL
PALHOCA,421190,13.66,5.47,5.27,43.42,52.17,33.01,8.33,8.69,SC,SC-PALHOCA
PALMA SOLA,421200,121.43,97.64,75.59,68.75,121.65,114.43,100.85,102.63,SC,SC-PALMA SOLA
PALMEIRA,421205,15.15,3.12,31.25,37.14,100.0,30.0,60.87,22.58,SC,SC-PALMEIRA
PALMITOS,421210,127.13,160.0,114.29,85.71,88.89,48.68,58.38,133.33,SC,SC-PALMITOS
PAPANDUVA,421220,117.33,78.42,112.86,122.81,100.79,67.46,32.53,77.78,SC,SC-PAPANDUVA
PARAISO,421223,129.17,161.54,151.28,84.48,79.63,61.11,46.34,100.0,SC,SC-PARAISO
PASSO DE TORRES,421225,77.27,66.67,91.67,88.89,75.24,52.38,68.89,83.54,SC,SC-PASSO DE TORRES
PASSOS MAIA,421227,109.09,80.95,93.65,103.7,73.68,89.47,89.39,47.62,SC,SC-PASSOS MAIA
PAULO LOPES,421230,37.11,20.51,100.0,80.25,61.32,38.68,42.86,43.37,SC,SC-PAULO LOPES
PEDRAS GRANDES,421240,81.25,15.56,22.22,68.29,54.05,67.57,57.5,131.58,SC,SC-PEDRAS GRANDES
PENHA,421250,24.73,22.07,146.81,114.4,52.69,51.76,55.43,68.28,SC,SC-PENHA
PERITIBA,421260,131.25,40.48,71.43,253.85,81.08,83.78,70.59,113.79,SC,SC-PERITIBA
PESCARIA BRAVA,421265,188.89,6.06,28.28,56.18,87.78,50.0,36.97,24.3,SC,SC-PESCARIA BRAVA
PETROLANDIA,421270,82.61,108.47,137.29,101.59,107.23,90.36,80.46,109.21,SC,SC-PETROLANDIA
BALNEARIO PICARRAS,421280,34.93,11.39,61.21,92.37,40.53,38.16,51.41,76.67,SC,SC-BALNEARIO PICARRAS
PINHALZINHO,421290,120.3,101.89,108.68,108.58,102.26,120.32,96.23,88.99,SC,SC-PINHALZINHO
PINHEIRO PRETO,421300,102.13,115.38,102.56,125.64,116.22,127.03,69.57,93.18,SC,SC-PINHEIRO PRETO
PIRATUBA,421310,34.78,22.54,109.86,125.45,56.96,72.15,127.45,125.4,SC,SC-PIRATUBA
PLANALTO ALEGRE,421315,84.38,21.21,69.7,165.0,230.0,116.67,101.96,142.86,SC,SC-PLANALTO ALEGRE
POMERODE,421320,104.79,79.89,102.65,126.53,84.11,114.67,86.22,86.32,SC,SC-POMERODE
PONTE ALTA,421330,101.35,15.38,66.15,107.14,110.53,43.86,58.73,77.05,SC,SC-PONTE ALTA
PONTE ALTA DO NORTE,421335,125.0,144.19,160.47,107.58,95.16,93.55,77.19,94.92,SC,SC-PONTE ALTA DO NORTE
PONTE SERRADA,421340,121.09,128.35,120.47,128.19,85.47,56.98,65.54,104.24,SC,SC-PONTE SERRADA
PORTO BELO,421350,45.68,0.85,39.57,62.04,81.04,77.32,43.03,68.81,SC,SC-PORTO BELO
PORTO UNIAO,421360,100.46,76.55,83.68,88.07,138.82,131.88,70.92,119.16,SC,SC-PORTO UNIAO
POUSO REDONDO,421370,114.86,81.7,96.17,106.36,97.0,90.99,63.03,73.86,SC,SC-POUSO REDONDO
PRAIA GRANDE,421380,142.86,161.64,123.29,84.87,95.92,87.76,98.02,86.79,SC,SC-PRAIA GRANDE
PRESIDENTE CASTELLO BRANCO,421390,0.0,5.88,76.47,178.57,72.22,50.0,0.0,36.0,SC,SC-PRESIDENTE CASTELLO BRANCO
PRESIDENTE GETULIO,421400,72.6,52.2,81.46,97.41,118.98,87.96,58.61,95.7,SC,SC-PRESIDENTE GETULIO
PRESIDENTE NEREU,421410,0.0,0.0,30.0,48.57,117.39,130.43,22.22,91.67,SC,SC-PRESIDENTE NEREU
PRINCESA,421415,41.94,118.52,122.22,106.06,94.29,37.14,26.19,136.0,SC,SC-PRINCESA
QUILOMBO,421420,120.13,94.44,93.65,100.73,95.8,125.17,102.36,89.94,SC,SC-QUILOMBO
RANCHO QUEIMADO,421430,54.17,36.0,28.0,30.0,78.79,54.55,9.09,11.36,SC,SC-RANCHO QUEIMADO
RIO DAS ANTAS,421440,121.31,87.06,88.24,67.61,69.33,61.33,42.03,108.22,SC,SC-RIO DAS ANTAS
RIO DO CAMPO,421450,117.46,82.93,96.34,90.12,71.28,39.36,67.86,126.76,SC,SC-RIO DO CAMPO
RIO DO OESTE,421460,78.05,110.59,89.41,95.24,79.46,73.21,94.39,167.09,SC,SC-RIO DO OESTE
RIO DOS CEDROS,421470,46.79,30.71,7.87,62.5,35.35,104.04,91.74,79.63,SC,SC-RIO DOS CEDROS
RIO DO SUL,421480,151.12,139.46,121.3,97.63,103.09,95.58,89.47,98.43,SC,SC-RIO DO SUL
RIO FORTUNA,421490,205.77,171.43,202.38,132.69,72.73,106.49,116.07,87.18,SC,SC-RIO FORTUNA
RIO NEGRINHO,421500,64.01,70.94,115.9,52.68,74.96,99.66,91.3,108.41,SC,SC-RIO NEGRINHO
RIO RUFINO,421505,18.18,9.09,66.67,28.57,151.72,44.83,34.15,140.0,SC,SC-RIO RUFINO
RIQUEZA,421507,7.69,37.04,88.89,153.66,78.57,89.29,125.0,180.0,SC,SC-RIQUEZA
RODEIO,421510,37.72,33.64,26.36,66.67,47.37,82.71,114.06,93.28,SC,SC-RODEIO
ROMELANDIA,421520,136.73,136.96,100.0,91.3,112.77,65.96,80.0,72.73,SC,SC-ROMELANDIA
SALETE,421530,87.23,108.14,90.7,100.0,130.12,73.49,26.92,113.92,SC,SC-SALETE
SALTINHO,421535,154.35,53.7,85.19,77.5,91.3,91.3,90.7,110.53,SC,SC-SALTINHO
SALTO VELOSO,421540,132.76,122.64,83.02,101.79,120.93,123.26,105.45,112.0,SC,SC-SALTO VELOSO
SANGAO,421545,52.45,33.01,41.15,37.93,45.5,41.23,50.0,83.23,SC,SC-SANGAO
SANTA CECILIA,421550,94.01,112.35,105.58,112.54,97.69,94.06,86.53,87.13,SC,SC-SANTA CECILIA
SANTA HELENA,421555,69.23,133.33,150.0,178.95,89.29,64.29,4.0,76.67,SC,SC-SANTA HELENA
SANTA ROSA DE LIMA,421560,65.0,110.53,173.68,57.14,77.78,44.44,54.55,87.5,SC,SC-SANTA ROSA DE LIMA
SANTA ROSA DO SUL,421565,72.45,3.19,121.28,91.8,91.89,88.29,76.99,105.1,SC,SC-SANTA ROSA DO SUL
SANTA TEREZINHA,421567,77.89,90.0,96.67,120.43,112.79,104.65,106.67,120.99,SC,SC-SANTA TEREZINHA
SANTA TEREZINHA DO PROGRESSO,421568,94.44,123.53,120.59,132.35,51.22,56.1,133.33,116.0,SC,SC-SANTA TEREZINHA DO PROGRESSO
SANTIAGO DO SUL,421569,63.64,42.31,46.15,94.74,130.77,223.08,138.89,68.18,SC,SC-SANTIAGO DO SUL
SANTO AMARO DA IMPERATRIZ,421570,25.33,6.9,18.28,39.07,49.7,33.43,26.56,91.78,SC,SC-SANTO AMARO DA IMPERATRIZ
SAO BERNARDINO,421575,232.35,100.0,64.86,105.13,165.38,142.31,121.05,123.53,SC,SC-SAO BERNARDINO
SAO BENTO DO SUL,421580,97.01,56.54,86.84,101.18,128.61,109.94,109.13,90.86,SC,SC-SAO BENTO DO SUL
SAO BONIFACIO,421590,142.11,50.0,66.67,48.28,69.23,57.69,45.83,11.43,SC,SC-SAO BONIFACIO
SAO CARLOS,421600,106.5,74.22,94.53,102.5,83.56,73.97,62.67,80.0,SC,SC-SAO CARLOS
SAO CRISTOVAO DO SUL,421605,88.33,96.2,148.1,123.08,89.47,69.74,69.51,93.15,SC,SC-SAO CRISTOVAO DO SUL
SAO DOMINGOS,421610,157.36,116.67,93.75,94.23,83.62,62.93,82.44,113.0,SC,SC-SAO DOMINGOS
SAO FRANCISCO DO SUL,421620,74.8,68.49,88.46,82.03,89.16,72.61,65.66,62.88,SC,SC-SAO FRANCISCO DO SUL
SAO JOAO DO OESTE,421625,134.55,121.82,127.27,88.57,103.12,100.0,107.27,105.0,SC,SC-SAO JOAO DO OESTE
SAO JOAO BATISTA,421630,76.96,102.56,83.45,95.56,78.19,68.47,49.25,100.21,SC,SC-SAO JOAO BATISTA
SAO JOAO DO ITAPERIU,421635,35.48,9.52,28.57,21.05,30.43,10.87,4.84,6.12,SC,SC-SAO JOAO DO ITAPERIU
SAO JOAO DO SUL,421640,117.39,105.75,127.59,97.7,89.52,119.05,83.52,86.49,SC,SC-SAO JOAO DO SUL
SAO JOAQUIM,421650,87.83,68.02,83.47,81.36,92.8,106.37,85.6,89.38,SC,SC-SAO JOAQUIM
SAO JOSE,421660,115.08,113.27,62.63,69.99,54.86,72.44,110.46,82.3,SC,SC-SAO JOSE
SAO JOSE DO CEDRO,421670,109.82,103.47,106.94,103.33,97.11,83.24,52.27,77.58,SC,SC-SAO JOSE DO CEDRO
SAO JOSE DO CERRITO,421680,15.85,0.0,60.0,25.74,64.29,28.57,30.14,87.5,SC,SC-SAO JOSE DO CERRITO
SAO LOURENCO DO OESTE,421690,79.45,82.52,83.17,44.19,85.81,81.61,66.38,110.61,SC,SC-SAO LOURENCO DO OESTE
SAO LUDGERO,421700,65.38,130.57,108.92,89.18,68.84,108.54,112.68,116.84,SC,SC-SAO LUDGERO
