Estado_Municipio,Região,UF,Município,Ano de eleição (2018),Nome candidato (2018),Votos válidos (2018),Votos nominais (2018),Ano de eleição (2022),Nome candidato (2022),Votos válidos (2022),Votos nominais (2022),Código SUS,Cobertura Vacinal 2015,Cobertura Vacinal 2016,Cobertura Vacinal 2017,Cobertura Vacinal 2018,Cobertura Vacinal 2019,Cobertura Vacinal 2020,Cobertura Vacinal 2021,Cobertura Vacinal 2022
SP-REDENCAO DA SERRA,SUDESTE,SP,REDENCAO DA SERRA,2018,JAIR MESSIAS BOLSONARO,2623,1958,2022,JAIR MESSIAS BOLSONARO,3007,1427,354230,102.5,116.28,104.65,141.67,86.0,78.0,78.43,102.22
SP-REGENTE FEIJO,SUDESTE,SP,REGENTE FEIJO,2018,JAIR MESSIAS BOLSONARO,10367,7553,2022,JAIR MESSIAS BOLSONARO,11906,6866,354240,110.27,105.41,120.46,103.0,89.92,88.71,92.38,95.75
SP-REGINOPOLIS,SUDESTE,SP,REGINOPOLIS,2018,JAIR MESSIAS BOLSONARO,3216,2621,2022,JAIR MESSIAS BOLSONARO,3652,2345,354250,43.24,26.15,35.38,30.51,71.21,89.39,143.18,154.55
SP-REGISTRO,SUDESTE,SP,REGISTRO,2018,JAIR MESSIAS BOLSONARO,29486,21153,2022,JAIR MESSIAS BOLSONARO,33796,19226,354260,100.67,156.71,144.67,118.93,60.28,27.99,63.48,91.32
SP-RESTINGA,SUDESTE,SP,RESTINGA,2018,JAIR MESSIAS BOLSONARO,4359,2599,2022,LUIZ INÁCIO LULA DA SILVA,4981,2439,354270,103.6,43.86,114.91,115.31,65.79,112.28,116.09,80.51
SP-RIBEIRA,SUDESTE,SP,RIBEIRA,2018,JAIR MESSIAS BOLSONARO,1969,988,2022,LUIZ INÁCIO LULA DA SILVA,2254,1307,354280,39.53,2.13,36.17,31.43,100.0,90.7,87.8,126.83
SP-RIBEIRAO BONITO,SUDESTE,SP,RIBEIRAO BONITO,2018,JAIR MESSIAS BOLSONARO,5490,3712,2022,JAIR MESSIAS BOLSONARO,6264,3066,354290,67.28,78.79,61.82,62.66,65.25,57.45,51.9,59.54
SP-RIBEIRAO BRANCO,SUDESTE,SP,RIBEIRAO BRANCO,2018,JAIR MESSIAS BOLSONARO,9731,5242,2022,LUIZ INÁCIO LULA DA SILVA,10794,5475,354300,3.3,8.94,8.28,131.03,107.12,63.67,7.32,99.65
SP-RIBEIRAO CORRENTE,SUDESTE,SP,RIBEIRAO CORRENTE,2018,JAIR MESSIAS BOLSONARO,2709,1749,2022,JAIR MESSIAS BOLSONARO,3137,1586,354310,76.12,79.73,108.11,127.27,136.73,106.12,65.38,86.89
SP-RIBEIRAO DO SUL,SUDESTE,SP,RIBEIRAO DO SUL,2018,JAIR MESSIAS BOLSONARO,2722,1583,2022,LUIZ INÁCIO LULA DA SILVA,3046,1452,354320,32.56,1.79,103.57,77.59,91.11,73.33,78.18,101.75
SP-RIBEIRAO DOS INDIOS,SUDESTE,SP,RIBEIRAO DOS INDIOS,2018,JAIR MESSIAS BOLSONARO,1266,676,2022,LUIZ INÁCIO LULA DA SILVA,1441,733,354323,76.19,212.5,218.75,126.32,113.64,95.45,72.73,113.33
SP-RIBEIRAO GRANDE,SUDESTE,SP,RIBEIRAO GRANDE,2018,JAIR MESSIAS BOLSONARO,4443,2545,2022,LUIZ INÁCIO LULA DA SILVA,4910,2558,354325,29.36,18.63,16.67,60.0,97.7,40.23,4.0,37.21
SP-RIBEIRAO PIRES,SUDESTE,SP,RIBEIRAO PIRES,2018,JAIR MESSIAS BOLSONARO,61554,41053,2022,LUIZ INÁCIO LULA DA SILVA,67398,29374,354330,65.24,54.42,66.74,92.76,66.13,40.2,39.87,67.25
SP-RIBEIRAO PRETO,SUDESTE,SP,RIBEIRAO PRETO,2018,JAIR MESSIAS BOLSONARO,297645,215117,2022,JAIR MESSIAS BOLSONARO,342895,180226,354340,112.61,42.8,95.58,119.9,96.98,110.97,94.54,94.82
SP-RIFAINA,SUDESTE,SP,RIFAINA,2018,JAIR MESSIAS BOLSONARO,2529,1672,2022,JAIR MESSIAS BOLSONARO,3308,1626,354360,147.22,18.6,123.26,102.94,73.91,80.43,32.14,68.0
SP-RINCAO,SUDESTE,SP,RINCAO,2018,JAIR MESSIAS BOLSONARO,5149,2957,2022,LUIZ INÁCIO LULA DA SILVA,5463,2895,354370,10.07,20.61,100.76,164.76,94.57,45.74,13.21,79.65
SP-RINOPOLIS,SUDESTE,SP,RINOPOLIS,2018,JAIR MESSIAS BOLSONARO,5155,4076,2022,JAIR MESSIAS BOLSONARO,5569,3477,354380,116.33,78.38,86.49,100.0,79.05,100.95,81.44,51.49
SP-RIO CLARO,SUDESTE,SP,RIO CLARO,2018,JAIR MESSIAS BOLSONARO,102573,81089,2022,JAIR MESSIAS BOLSONARO,114947,69596,354390,118.03,94.25,120.54,113.12,101.14,112.65,55.23,64.87
SP-RIO DAS PEDRAS,SUDESTE,SP,RIO DAS PEDRAS,2018,JAIR MESSIAS BOLSONARO,16971,12839,2022,JAIR MESSIAS BOLSONARO,19222,11631,354400,28.91,22.6,16.11,4.85,1.8,1.29,2.46,29.36
SP-RIO GRANDE DA SERRA,SUDESTE,SP,RIO GRANDE DA SERRA,2018,JAIR MESSIAS BOLSONARO,22959,13583,2022,LUIZ INÁCIO LULA DA SILVA,26266,13757,354410,57.05,54.15,93.06,93.17,45.76,27.04,25.55,50.66
SP-RIOLANDIA,SUDESTE,SP,RIOLANDIA,2018,JAIR MESSIAS BOLSONARO,4605,2503,2022,LUIZ INÁCIO LULA DA SILVA,5386,2751,354420,6.77,20.0,46.67,170.0,116.36,109.09,94.55,101.59
SP-RIVERSUL,SUDESTE,SP,RIVERSUL,2018,JAIR MESSIAS BOLSONARO,3032,1741,2022,LUIZ INÁCIO LULA DA SILVA,3368,1567,354350,20.59,21.43,35.71,75.31,122.22,50.79,2.47,75.0
SP-ROSANA,SUDESTE,SP,ROSANA,2018,JAIR MESSIAS BOLSONARO,9009,4592,2022,LUIZ INÁCIO LULA DA SILVA,9940,5302,354425,99.6,21.07,100.0,90.25,77.39,51.74,86.27,88.84
SP-ROSEIRA,SUDESTE,SP,ROSEIRA,2018,JAIR MESSIAS BOLSONARO,5870,4461,2022,JAIR MESSIAS BOLSONARO,6633,3675,354430,16.77,107.09,125.98,62.6,100.0,78.95,66.9,132.52
SP-RUBIACEA,SUDESTE,SP,RUBIACEA,2018,JAIR MESSIAS BOLSONARO,1516,1048,2022,JAIR MESSIAS BOLSONARO,1780,993,354440,162.96,163.83,172.34,334.38,62.86,85.71,61.9,32.43
SP-RUBINEIA,SUDESTE,SP,RUBINEIA,2018,JAIR MESSIAS BOLSONARO,1939,1370,2022,JAIR MESSIAS BOLSONARO,2318,1322,354450,24.0,11.76,47.06,256.52,108.0,180.0,112.5,129.55
SP-SABINO,SUDESTE,SP,SABINO,2018,JAIR MESSIAS BOLSONARO,2923,2066,2022,JAIR MESSIAS BOLSONARO,3121,1656,354460,121.57,217.86,98.21,93.33,89.29,39.29,33.33,24.0
SP-SAGRES,SUDESTE,SP,SAGRES,2018,JAIR MESSIAS BOLSONARO,1407,865,2022,LUIZ INÁCIO LULA DA SILVA,1544,734,354470,78.38,70.97,103.23,132.0,100.0,130.77,82.14,113.33
SP-SALES,SUDESTE,SP,SALES,2018,JAIR MESSIAS BOLSONARO,3309,2679,2022,JAIR MESSIAS BOLSONARO,3763,2557,354480,85.92,31.67,21.67,59.65,80.0,88.33,56.6,110.34
SP-SALES OLIVEIRA,SUDESTE,SP,SALES OLIVEIRA,2018,JAIR MESSIAS BOLSONARO,5669,4182,2022,JAIR MESSIAS BOLSONARO,6435,3730,354490,64.43,94.17,114.17,114.88,84.96,95.49,89.38,106.3
SP-SALESOPOLIS,SUDESTE,SP,SALESOPOLIS,2018,JAIR MESSIAS BOLSONARO,9995,7429,2022,JAIR MESSIAS BOLSONARO,11348,5804,354500,6.34,7.94,75.66,88.73,104.79,97.34,95.75,162.38
SP-SALMOURAO,SUDESTE,SP,SALMOURAO,2018,JAIR MESSIAS BOLSONARO,2720,1786,2022,JAIR MESSIAS BOLSONARO,2989,1602,354510,70.0,145.65,163.04,107.94,101.35,68.92,63.16,107.84
SP-SALTINHO,SUDESTE,SP,SALTINHO,2018,JAIR MESSIAS BOLSONARO,4993,4454,2022,JAIR MESSIAS BOLSONARO,5468,4143,354515,1.16,16.28,24.42,28.95,3.23,1.08,0.0,3.57
SP-SALTO,SUDESTE,SP,SALTO,2018,JAIR MESSIAS BOLSONARO,62290,46789,2022,JAIR MESSIAS BOLSONARO,72459,39008,354520,98.79,101.6,118.57,96.3,75.61,76.32,76.67,111.38
SP-SALTO DE PIRAPORA,SUDESTE,SP,SALTO DE PIRAPORA,2018,JAIR MESSIAS BOLSONARO,20191,14417,2022,JAIR MESSIAS BOLSONARO,22572,11726,354530,61.19,63.98,55.43,72.18,85.58,83.18,74.56,154.05
SP-SALTO GRANDE,SUDESTE,SP,SALTO GRANDE,2018,JAIR MESSIAS BOLSONARO,4251,2936,2022,JAIR MESSIAS BOLSONARO,4868,2592,354540,91.67,78.63,82.05,72.9,61.47,38.53,37.23,84.21
SP-SANDOVALINA,SUDESTE,SP,SANDOVALINA,2018,FERNANDO HADDAD,2306,1323,2022,LUIZ INÁCIO LULA DA SILVA,2556,1562,354550,89.29,118.33,118.33,93.88,98.11,11.32,14.89,83.93
SP-SANTA ADELIA,SUDESTE,SP,SANTA ADELIA,2018,JAIR MESSIAS BOLSONARO,7352,5649,2022,JAIR MESSIAS BOLSONARO,8276,4617,354560,53.85,73.53,18.82,34.57,81.42,77.6,91.33,89.04
SP-SANTA ALBERTINA,SUDESTE,SP,SANTA ALBERTINA,2018,JAIR MESSIAS BOLSONARO,3313,2454,2022,JAIR MESSIAS BOLSONARO,3879,2194,354570,144.44,0.0,11.76,101.54,135.38,98.46,12.2,79.1
SP-SANTA BARBARA D'OESTE,SUDESTE,SP,SANTA BARBARA D'OESTE,2018,JAIR MESSIAS BOLSONARO,98908,76429,2022,JAIR MESSIAS BOLSONARO,109905,64676,354580,78.62,82.91,64.15,75.57,65.22,82.63,83.09,81.42
SP-SANTA BRANCA,SUDESTE,SP,SANTA BRANCA,2018,JAIR MESSIAS BOLSONARO,8159,6230,2022,JAIR MESSIAS BOLSONARO,8858,4765,354600,21.68,79.86,92.81,84.42,74.39,23.17,77.12,108.22
SP-SANTA CLARA D'OESTE,SUDESTE,SP,SANTA CLARA D'OESTE,2018,JAIR MESSIAS BOLSONARO,1452,988,2022,JAIR MESSIAS BOLSONARO,1734,926,354610,86.36,41.46,85.37,255.56,142.86,166.67,87.88,126.67
SP-SANTA CRUZ DA CONCEICAO,SUDESTE,SP,SANTA CRUZ DA CONCEICAO,2018,JAIR MESSIAS BOLSONARO,2734,2202,2022,JAIR MESSIAS BOLSONARO,3093,1982,354620,79.55,32.43,62.16,81.82,77.78,18.52,7.41,7.14
SP-SANTA CRUZ DA ESPERANCA,SUDESTE,SP,SANTA CRUZ DA ESPERANCA,2018,JAIR MESSIAS BOLSONARO,1316,941,2022,JAIR MESSIAS BOLSONARO,1564,804,354625,0.0,14.29,180.95,121.43,104.35,82.61,71.43,80.0
SP-SANTA CRUZ DAS PALMEIRAS,SUDESTE,SP,SANTA CRUZ DAS PALMEIRAS,2018,JAIR MESSIAS BOLSONARO,15125,11123,2022,JAIR MESSIAS BOLSONARO,15883,8866,354630,90.07,103.64,99.48,97.43,89.59,82.74,88.68,95.14
SP-SANTA CRUZ DO RIO PARDO,SUDESTE,SP,SANTA CRUZ DO RIO PARDO,2018,JAIR MESSIAS BOLSONARO,23610,19301,2022,JAIR MESSIAS BOLSONARO,25482,16884,354640,100.71,91.39,115.73,105.86,81.93,91.72,71.9,98.51
SP-SANTA ERNESTINA,SUDESTE,SP,SANTA ERNESTINA,2018,JAIR MESSIAS BOLSONARO,3489,2232,2022,JAIR MESSIAS BOLSONARO,3914,1905,354650,0.0,0.0,6.25,93.22,91.84,26.53,3.08,58.9
SP-SANTA FE DO SUL,SUDESTE,SP,SANTA FE DO SUL,2018,JAIR MESSIAS BOLSONARO,16614,13054,2022,JAIR MESSIAS BOLSONARO,19051,11880,354660,131.37,89.3,53.0,109.35,91.03,87.36,99.76,147.75
SP-SANTA GERTRUDES,SUDESTE,SP,SANTA GERTRUDES,2018,JAIR MESSIAS BOLSONARO,12533,9755,2022,JAIR MESSIAS BOLSONARO,14474,8755,354670,0.0,9.09,86.8,82.93,80.06,10.76,9.03,2.5
SP-SANTA ISABEL,SUDESTE,SP,SANTA ISABEL,2018,JAIR MESSIAS BOLSONARO,27404,20358,2022,JAIR MESSIAS BOLSONARO,31767,17120,354680,90.76,73.6,88.27,87.27,81.2,82.17,63.1,89.86
SP-SANTA LUCIA,SUDESTE,SP,SANTA LUCIA,2018,JAIR MESSIAS BOLSONARO,4791,2824,2022,LUIZ INÁCIO LULA DA SILVA,4954,2798,354690,0.0,1.94,92.23,133.33,86.87,27.27,1.16,109.33
SP-SANTA MARIA DA SERRA,SUDESTE,SP,SANTA MARIA DA SERRA,2018,JAIR MESSIAS BOLSONARO,2795,2074,2022,JAIR MESSIAS BOLSONARO,3124,1828,354700,50.0,77.78,28.89,65.43,44.29,32.86,61.76,42.03
SP-SANTA MERCEDES,SUDESTE,SP,SANTA MERCEDES,2018,JAIR MESSIAS BOLSONARO,1682,1029,2022,JAIR MESSIAS BOLSONARO,1900,905,354710,105.13,104.88,85.37,67.5,66.67,62.22,78.57,73.33
SP-SANTA RITA D'OESTE,SUDESTE,SP,SANTA RITA D'OESTE,2018,JAIR MESSIAS BOLSONARO,1638,1127,2022,JAIR MESSIAS BOLSONARO,1828,929,354740,68.0,26.09,95.65,184.21,155.56,88.89,74.07,128.57
SP-SANTA RITA DO PASSA QUATRO,SUDESTE,SP,SANTA RITA DO PASSA QUATRO,2018,JAIR MESSIAS BOLSONARO,14143,11659,2022,JAIR MESSIAS BOLSONARO,14678,9223,354750,99.24,106.14,100.72,95.06,86.29,30.24,71.93,71.43
SP-SANTA ROSA DE VITERBO,SUDESTE,SP,SANTA ROSA DE VITERBO,2018,JAIR MESSIAS BOLSONARO,12094,8540,2022,JAIR MESSIAS BOLSONARO,13504,6677,354760,79.53,63.95,67.08,109.05,85.94,61.45,39.22,100.95
SP-SANTA SALETE,SUDESTE,SP,SANTA SALETE,2018,JAIR MESSIAS BOLSONARO,1287,980,2022,JAIR MESSIAS BOLSONARO,1359,852,354765,133.33,220.0,270.0,116.67,100.0,123.08,153.33,100.0
SP-SANTANA DA PONTE PENSA,SUDESTE,SP,SANTANA DA PONTE PENSA,2018,JAIR MESSIAS BOLSONARO,1069,733,2022,JAIR MESSIAS BOLSONARO,1162,628,354720,109.09,100.0,133.33,141.67,70.0,85.0,250.0,357.14
SP-SANTANA DE PARNAIBA,SUDESTE,SP,SANTANA DE PARNAIBA,2018,JAIR MESSIAS BOLSONARO,60783,40706,2022,JAIR MESSIAS BOLSONARO,78291,34978,354730,43.69,73.72,70.37,69.15,100.6,84.57,78.61,69.25
SP-SANTO ANASTACIO,SUDESTE,SP,SANTO ANASTACIO,2018,JAIR MESSIAS BOLSONARO,10408,7122,2022,JAIR MESSIAS BOLSONARO,11357,6251,354770,107.11,88.44,69.78,124.29,115.98,51.6,3.47,63.78
SP-SANTO ANDRE,SUDESTE,SP,SANTO ANDRE,2018,JAIR MESSIAS BOLSONARO,395060,264039,2022,JAIR MESSIAS BOLSONARO,434813,188805,354780,114.54,102.29,94.39,84.27,71.91,80.24,74.43,71.53
SP-SANTO ANTONIO DA ALEGRIA,SUDESTE,SP,SANTO ANTONIO DA ALEGRIA,2018,JAIR MESSIAS BOLSONARO,3676,2294,2022,JAIR MESSIAS BOLSONARO,4163,2025,354790,90.0,163.64,161.82,121.25,89.74,2.56,70.67,67.47
SP-SANTO ANTONIO DE POSSE,SUDESTE,SP,SANTO ANTONIO DE POSSE,2018,JAIR MESSIAS BOLSONARO,11279,8882,2022,JAIR MESSIAS BOLSONARO,12698,7677,354800,109.75,95.1,97.55,119.08,104.2,123.28,118.22,86.4
SP-SANTO ANTONIO DO ARACANGUA,SUDESTE,SP,SANTO ANTONIO DO ARACANGUA,2018,JAIR MESSIAS BOLSONARO,4759,3165,2022,JAIR MESSIAS BOLSONARO,5513,3026,354805,97.32,35.65,141.74,105.36,149.51,52.43,19.64,25.0
SP-SANTO ANTONIO DO JARDIM,SUDESTE,SP,SANTO ANTONIO DO JARDIM,2018,JAIR MESSIAS BOLSONARO,3728,2879,2022,JAIR MESSIAS BOLSONARO,3891,2190,354810,81.67,94.55,125.45,137.25,81.25,75.0,87.5,89.66
SP-SANTO ANTONIO DO PINHAL,SUDESTE,SP,SANTO ANTONIO DO PINHAL,2018,JAIR MESSIAS BOLSONARO,4035,3093,2022,JAIR MESSIAS BOLSONARO,4646,2369,354820,32.94,56.58,119.74,107.59,179.57,86.02,90.91,120.29
SP-SANTO EXPEDITO,SUDESTE,SP,SANTO EXPEDITO,2018,JAIR MESSIAS BOLSONARO,1823,1125,2022,JAIR MESSIAS BOLSONARO,2062,1006,354830,151.61,84.21,102.63,113.33,115.15,81.82,102.94,86.84
SP-SANTOPOLIS DO AGUAPEI,SUDESTE,SP,SANTOPOLIS DO AGUAPEI,2018,JAIR MESSIAS BOLSONARO,2278,1616,2022,JAIR MESSIAS BOLSONARO,2408,1315,354840,73.13,125.45,123.64,97.14,59.32,57.63,59.62,102.17
SP-SANTOS,SUDESTE,SP,SANTOS,2018,JAIR MESSIAS BOLSONARO,236628,168843,2022,JAIR MESSIAS BOLSONARO,261974,126156,354850,192.34,186.5,153.32,105.91,122.25,38.0,36.53,40.08
SP-SAO BENTO DO SAPUCAI,SUDESTE,SP,SAO BENTO DO SAPUCAI,2018,JAIR MESSIAS BOLSONARO,6037,4667,2022,JAIR MESSIAS BOLSONARO,6855,3768,354860,84.29,150.33,75.5,89.55,93.44,121.31,153.77,117.14
SP-SAO BERNARDO DO CAMPO,SUDESTE,SP,SAO BERNARDO DO CAMPO,2018,JAIR MESSIAS BOLSONARO,433553,258269,2022,LUIZ INÁCIO LULA DA SILVA,488795,240348,354870,92.6,88.39,83.37,88.78,73.55,80.8,81.18,75.08
SP-SAO CAETANO DO SUL,SUDESTE,SP,SAO CAETANO DO SUL,2018,JAIR MESSIAS BOLSONARO,102524,77010,2022,JAIR MESSIAS BOLSONARO,114483,57617,354880,90.48,64.86,82.46,70.69,64.6,71.84,62.54,80.07
SP-SAO CARLOS,SUDESTE,SP,SAO CARLOS,2018,JAIR MESSIAS BOLSONARO,123635,83202,2022,JAIR MESSIAS BOLSONARO,141343,63581,354890,104.19,88.78,42.41,65.52,46.46,89.76,92.37,120.77
SP-SAO FRANCISCO,SUDESTE,SP,SAO FRANCISCO,2018,JAIR MESSIAS BOLSONARO,1691,1087,2022,JAIR MESSIAS BOLSONARO,1816,900,354900,82.05,107.41,118.52,123.81,81.48,129.63,86.36,112.5
SP-SAO JOAO DA BOA VISTA,SUDESTE,SP,SAO JOAO DA BOA VISTA,2018,JAIR MESSIAS BOLSONARO,46561,36546,2022,JAIR MESSIAS BOLSONARO,51637,30283,354910,119.17,82.67,86.73,95.58,93.7,97.07,66.57,50.15
SP-SAO JOAO DAS DUAS PONTES,SUDESTE,SP,SAO JOAO DAS DUAS PONTES,2018,JAIR MESSIAS BOLSONARO,1553,873,2022,LUIZ INÁCIO LULA DA SILVA,1704,945,354920,65.0,36.67,63.33,157.14,146.15,65.38,36.36,164.0
SP-SAO JOAO DE IRACEMA,SUDESTE,SP,SAO JOAO DE IRACEMA,2018,JAIR MESSIAS BOLSONARO,1106,572,2022,LUIZ INÁCIO LULA DA SILVA,1300,709,354925,166.67,160.0,60.0,113.04,100.0,95.0,118.75,140.0
SP-SAO JOAO DO PAU D'ALHO,SUDESTE,SP,SAO JOAO DO PAU D'ALHO,2018,JAIR MESSIAS BOLSONARO,1439,860,2022,LUIZ INÁCIO LULA DA SILVA,1568,828,354930,170.59,65.38,119.23,100.0,121.74,65.22,51.61,131.25
SP-SAO JOAQUIM DA BARRA,SUDESTE,SP,SAO JOAQUIM DA BARRA,2018,JAIR MESSIAS BOLSONARO,23695,16374,2022,JAIR MESSIAS BOLSONARO,27359,13007,354940,106.54,158.44,112.91,113.77,94.71,78.84,76.31,81.95
SP-SAO JOSE DA BELA VISTA,SUDESTE,SP,SAO JOSE DA BELA VISTA,2018,JAIR MESSIAS BOLSONARO,4305,2571,2022,LUIZ INÁCIO LULA DA SILVA,4775,2476,354950,119.27,65.71,130.48,127.43,81.91,48.94,57.47,98.8
SP-SAO JOSE DO BARREIRO,SUDESTE,SP,SAO JOSE DO BARREIRO,2018,JAIR MESSIAS BOLSONARO,2300,1273,2022,LUIZ INÁCIO LULA DA SILVA,2842,1572,354960,73.17,137.5,155.0,97.96,40.43,31.91,33.33,125.58
SP-SAO JOSE DO RIO PARDO,SUDESTE,SP,SAO JOSE DO RIO PARDO,2018,JAIR MESSIAS BOLSONARO,27035,20490,2022,JAIR MESSIAS BOLSONARO,29584,16813,354970,95.23,59.86,110.0,125.42,92.77,50.21,22.84,97.99
SP-SAO JOSE DO RIO PRETO,SUDESTE,SP,SAO JOSE DO RIO PRETO,2018,JAIR MESSIAS BOLSONARO,226386,177175,2022,JAIR MESSIAS BOLSONARO,256737,156389,354980,152.85,157.07,167.62,149.86,102.84,104.23,87.87,93.93
SP-SAO JOSE DOS CAMPOS,SUDESTE,SP,SAO JOSE DOS CAMPOS,2018,JAIR MESSIAS BOLSONARO,367153,279797,2022,JAIR MESSIAS BOLSONARO,428018,233683,354990,116.96,142.37,153.42,111.52,113.56,25.7,57.29,88.23
SP-SAO LOURENCO DA SERRA,SUDESTE,SP,SAO LOURENCO DA SERRA,2018,JAIR MESSIAS BOLSONARO,7636,4808,2022,LUIZ INÁCIO LULA DA SILVA,8807,3969,354995,61.03,19.53,87.44,108.82,75.25,5.94,6.63,17.95
SP-SAO LUIS DO PARAITINGA,SUDESTE,SP,SAO LUIS DO PARAITINGA,2018,JAIR MESSIAS BOLSONARO,6519,4486,2022,LUIZ INÁCIO LULA DA SILVA,7558,3406,355000,100.0,40.52,86.21,102.75,50.41,34.71,88.66,88.68
SP-SAO MANUEL,SUDESTE,SP,SAO MANUEL,2018,JAIR MESSIAS BOLSONARO,20167,15328,2022,JAIR MESSIAS BOLSONARO,22361,12415,355010,100.39,91.23,77.39,85.5,80.73,95.61,98.83,86.99
SP-SAO MIGUEL ARCANJO,SUDESTE,SP,SAO MIGUEL ARCANJO,2018,JAIR MESSIAS BOLSONARO,16448,11888,2022,JAIR MESSIAS BOLSONARO,18376,9754,355020,24.41,33.65,34.36,44.84,85.78,61.37,85.26,98.88
SP-SAO PAULO,SUDESTE,SP,SAO PAULO,2018,JAIR MESSIAS BOLSONARO,6118959,3694834,2022,LUIZ INÁCIO LULA DA SILVA,6892638,3276512,355030,106.33,88.52,98.79,99.49,77.68,63.16,60.85,64.24
SP-SAO PEDRO,SUDESTE,SP,SAO PEDRO,2018,JAIR MESSIAS BOLSONARO,17616,14483,2022,JAIR MESSIAS BOLSONARO,19688,12973,355040,47.88,57.76,94.15,87.04,92.74,77.99,58.0,65.06
SP-SAO PEDRO DO TURVO,SUDESTE,SP,SAO PEDRO DO TURVO,2018,JAIR MESSIAS BOLSONARO,3871,2574,2022,JAIR MESSIAS BOLSONARO,4268,2292,355050,22.22,23.26,104.65,198.82,119.77,62.79,75.27,121.79
SP-SAO ROQUE,SUDESTE,SP,SAO ROQUE,2018,JAIR MESSIAS BOLSONARO,38635,28284,2022,JAIR MESSIAS BOLSONARO,45136,21617,355060,207.22,109.47,184.69,133.6,72.16,11.92,14.49,92.44
SP-SAO SEBASTIAO,SUDESTE,SP,SAO SEBASTIAO,2018,JAIR MESSIAS BOLSONARO,39884,24898,2022,LUIZ INÁCIO LULA DA SILVA,49085,22764,355070,107.34,154.12,87.3,99.21,115.41,4.96,8.77,71.99
SP-SAO SEBASTIAO DA GRAMA,SUDESTE,SP,SAO SEBASTIAO DA GRAMA,2018,JAIR MESSIAS BOLSONARO,5610,3915,2022,JAIR MESSIAS BOLSONARO,6295,3407,355080,72.34,80.16,78.57,108.65,115.73,51.69,85.29,131.58
SP-SAO SIMAO,SUDESTE,SP,SAO SIMAO,2018,JAIR MESSIAS BOLSONARO,7768,5734,2022,JAIR MESSIAS BOLSONARO,8627,4522,355090,126.71,103.8,126.58,106.45,91.73,42.11,92.41,101.56
SP-SAO VICENTE,SUDESTE,SP,SAO VICENTE,2018,JAIR MESSIAS BOLSONARO,171263,113848,2022,JAIR MESSIAS BOLSONARO,191317,90072,355100,59.37,73.27,70.83,87.47,62.23,55.46,50.19,53.46
SP-SARAPUI,SUDESTE,SP,SARAPUI,2018,JAIR MESSIAS BOLSONARO,4623,3125,2022,JAIR MESSIAS BOLSONARO,5603,2796,355110,31.37,30.28,28.44,55.93,86.61,71.43,91.74,99.11
SP-SARUTAIA,SUDESTE,SP,SARUTAIA,2018,JAIR MESSIAS BOLSONARO,2065,1140,2022,LUIZ INÁCIO LULA DA SILVA,2352,1307,355120,121.74,92.0,124.0,71.11,13.79,10.34,22.0,93.88
SP-SEBASTIANOPOLIS DO SUL,SUDESTE,SP,SEBASTIANOPOLIS DO SUL,2018,JAIR MESSIAS BOLSONARO,2015,1600,2022,JAIR MESSIAS BOLSONARO,2245,1324,355130,35.14,67.5,37.5,131.25,129.41,111.76,81.08,131.43
SP-SERRA AZUL,SUDESTE,SP,SERRA AZUL,2018,JAIR MESSIAS BOLSONARO,4580,2719,2022,LUIZ INÁCIO LULA DA SILVA,5713,2964,355140,104.62,42.18,117.69,111.97,80.74,82.96,61.26,103.48
SP-SERRA NEGRA,SUDESTE,SP,SERRA NEGRA,2018,JAIR MESSIAS BOLSONARO,14806,12094,2022,JAIR MESSIAS BOLSONARO,16682,10141,355160,112.33,114.67,108.67,119.75,103.61,99.67,79.11,73.97
SP-SERRANA,SUDESTE,SP,SERRANA,2018,JAIR MESSIAS BOLSONARO,21907,14648,2022,JAIR MESSIAS BOLSONARO,25481,12388,355150,102.29,127.05,153.5,179.29,141.76,27.32,30.41,84.21
SP-SERTAOZINHO,SUDESTE,SP,SERTAOZINHO,2018,JAIR MESSIAS BOLSONARO,59109,41928,2022,JAIR MESSIAS BOLSONARO,70833,35479,355170,111.83,84.86,89.37,103.31,101.58,106.33,74.22,79.04
SP-SETE BARRAS,SUDESTE,SP,SETE BARRAS,2018,JAIR MESSIAS BOLSONARO,6195,4123,2022,JAIR MESSIAS BOLSONARO,7442,4138,355180,100.43,143.75,148.96,101.49,81.68,63.86,52.31,77.16
SP-SEVERINIA,SUDESTE,SP,SEVERINIA,2018,JAIR MESSIAS BOLSONARO,8419,6065,2022,JAIR MESSIAS BOLSONARO,9114,4875,355190,125.27,89.47,77.51,111.64,115.14,97.3,86.83,93.05
SP-SILVEIRAS,SUDESTE,SP,SILVEIRAS,2018,JAIR MESSIAS BOLSONARO,3422,2255,2022,JAIR MESSIAS BOLSONARO,3989,1798,355200,50.0,132.35,139.71,140.68,88.57,42.86,50.75,138.71
SP-SOCORRO,SUDESTE,SP,SOCORRO,2018,JAIR MESSIAS BOLSONARO,20129,17090,2022,JAIR MESSIAS BOLSONARO,22696,15442,355210,64.72,79.36,83.54,86.26,113.53,98.79,96.8,107.34
SP-SOROCABA,SUDESTE,SP,SOROCABA,2018,JAIR MESSIAS BOLSONARO,349793,257866,2022,JAIR MESSIAS BOLSONARO,395810,213183,355220,103.85,115.96,138.3,119.23,69.16,85.66,83.91,92.05
