,Ano de eleição,Município,UF,Região,Turno,Nome candidato,Cargo,Votos válidos,Votos nominais,Estado_Municipio
2040,2018,TIMBO GRANDE,SC,SUL,2,FERNANDO HADDAD,Presidente,3804,1958,SC-TIMBO GRANDE
791,2018,TREVISO,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,3182,2680,SC-TREVISO
3638,2018,TREZE DE MAIO,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,5046,4503,SC-TREZE DE MAIO
13319,2018,TREZE TILIAS,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,4552,3657,SC-TREZE TILIAS
5014,2018,TROMBUDO CENTRAL,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,4112,3431,SC-TROMBUDO CENTRAL
11184,2018,TRES BARRAS,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,10333,7237,SC-TRES BARRAS
695,2018,TUBARAO,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,58989,49205,SC-TUBARAO
402,2018,TUNAPOLIS,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,3135,2398,SC-TUNAPOLIS
5394,2018,TURVO,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,7749,6763,SC-TURVO
10590,2018,UNIAO DO OESTE,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,1975,1183,SC-UNIAO DO OESTE
9149,2018,URUBICI,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,5839,4473,SC-URUBICI
16140,2018,URUPEMA,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,1686,1062,SC-URUPEMA
10956,2018,URUSSANGA,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,12913,11206,SC-URUSSANGA
12762,2018,VARGEM,SC,SUL,2,FERNANDO HADDAD,Presidente,1850,944,SC-VARGEM
4796,2018,VARGEM BONITA,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,3086,2003,SC-VARGEM BONITA
16745,2018,VARGEAO,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,2236,1190,SC-VARGEAO
7927,2018,VIDAL RAMOS,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,4460,3371,SC-VIDAL RAMOS
665,2018,VIDEIRA,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,27246,21129,SC-VIDEIRA
15996,2018,VITOR MEIRELES,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,3166,2181,SC-VITOR MEIRELES
3676,2018,WITMARSUM,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,2492,1924,SC-WITMARSUM
7147,2018,XANXERE,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,26097,15782,SC-XANXERE
5242,2018,XAVANTINA,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,2881,1666,SC-XAVANTINA
2243,2018,XAXIM,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,16818,10995,SC-XAXIM
17190,2018,ZORTEA,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,2095,1368,SC-ZORTEA
13669,2018,AGUA DOCE,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,4079,2921,SC-AGUA DOCE
6950,2018,AGUAS DE CHAPECO,SC,SUL,2,FERNANDO HADDAD,Presidente,3620,2061,SC-AGUAS DE CHAPECO
13471,2018,AGUAS FRIAS,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,1922,1031,SC-AGUAS FRIAS
4860,2018,AGUAS MORNAS,SC,SUL,2,JAIR MESSIAS BOLSONARO,Presidente,4514,3608,SC-AGUAS MORNAS
5437,2018,AMPARO DE SAO FRANCISCO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,1729,1282,SE-AMPARO DE SAO FRANCISCO
3897,2018,AQUIDABA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,10812,8619,SE-AQUIDABA
9410,2018,ARACAJU,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,295495,155892,SE-ARACAJU
13159,2018,ARAUA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,6371,5115,SE-ARAUA
10712,2018,AREIA BRANCA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,9316,6638,SE-AREIA BRANCA
11664,2018,BARRA DOS COQUEIROS,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,14063,8149,SE-BARRA DOS COQUEIROS
545,2018,BOQUIM,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,14335,10488,SE-BOQUIM
2896,2018,BREJO GRANDE,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,4333,3536,SE-BREJO GRANDE
8788,2018,CAMPO DO BRITO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,9750,7539,SE-CAMPO DO BRITO
4371,2018,CANHOBA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,3065,2565,SE-CANHOBA
11131,2018,CANINDE DE SAO FRANCISCO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,15467,12679,SE-CANINDE DE SAO FRANCISCO
16804,2018,CAPELA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,15725,11271,SE-CAPELA
3952,2018,CARIRA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,11606,9381,SE-CARIRA
5868,2018,CARMOPOLIS,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,8629,5601,SE-CARMOPOLIS
7602,2018,CEDRO DE SAO JOAO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,3515,2530,SE-CEDRO DE SAO JOAO
6684,2018,CRISTINAPOLIS,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,8882,7394,SE-CRISTINAPOLIS
12212,2018,CUMBE,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,2748,1908,SE-CUMBE
15169,2018,DIVINA PASTORA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,2635,2125,SE-DIVINA PASTORA
605,2018,ESTANCIA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,33105,24515,SE-ESTANCIA
15890,2018,FEIRA NOVA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,4014,3222,SE-FEIRA NOVA
613,2018,FREI PAULO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,8980,5505,SE-FREI PAULO
15252,2018,GARARU,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,6471,5632,SE-GARARU
11466,2018,GENERAL MAYNARD,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,1892,1402,SE-GENERAL MAYNARD
8756,2018,GRACCHO CARDOSO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,4148,3465,SE-GRACCHO CARDOSO
4549,2018,ILHA DAS FLORES,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,4529,3539,SE-ILHA DAS FLORES
874,2018,INDIAROBA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,8035,6795,SE-INDIAROBA
13550,2018,ITABAIANA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,48454,31846,SE-ITABAIANA
5650,2018,ITABAIANINHA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,21024,14754,SE-ITABAIANINHA
15587,2018,ITABI,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,3132,2332,SE-ITABI
7893,2018,ITAPORANGA D'AJUDA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,18058,13186,SE-ITAPORANGA D'AJUDA
6289,2018,JAPARATUBA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,9709,7201,SE-JAPARATUBA
364,2018,JAPOATA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,7351,6036,SE-JAPOATA
16415,2018,LAGARTO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,52373,38486,SE-LAGARTO
16957,2018,LARANJEIRAS,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,15097,10434,SE-LARANJEIRAS
5398,2018,MACAMBIRA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,4363,3124,SE-MACAMBIRA
5794,2018,MALHADA DOS BOIS,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,2674,2165,SE-MALHADA DOS BOIS
14314,2018,MALHADOR,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,6947,5417,SE-MALHADOR
16798,2018,MARUIM,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,8859,6999,SE-MARUIM
15227,2018,MOITA BONITA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,5997,4091,SE-MOITA BONITA
7472,2018,MONTE ALEGRE DE SERGIPE,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,7874,6231,SE-MONTE ALEGRE DE SERGIPE
14423,2018,MURIBECA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,4599,3511,SE-MURIBECA
10779,2018,NEOPOLIS,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,9219,7060,SE-NEOPOLIS
1878,2018,NOSSA SENHORA APARECIDA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,5191,3689,SE-NOSSA SENHORA APARECIDA
737,2018,NOSSA SENHORA DA GLORIA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,19872,16250,SE-NOSSA SENHORA DA GLORIA
3482,2018,NOSSA SENHORA DAS DORES,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,14147,9763,SE-NOSSA SENHORA DAS DORES
16654,2018,NOSSA SENHORA DE LOURDES,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,4182,3478,SE-NOSSA SENHORA DE LOURDES
6572,2018,NOSSA SENHORA DO SOCORRO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,74505,42414,SE-NOSSA SENHORA DO SOCORRO
3604,2018,PACATUBA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,7192,5945,SE-PACATUBA
13740,2018,PEDRA MOLE,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,2234,1442,SE-PEDRA MOLE
12494,2018,PEDRINHAS,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,4822,3733,SE-PEDRINHAS
12566,2018,PINHAO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,3483,2691,SE-PINHAO
13704,2018,PIRAMBU,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,5293,3827,SE-PIRAMBU
3144,2018,PORTO DA FOLHA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,15355,12453,SE-PORTO DA FOLHA
1346,2018,POCO REDONDO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,13977,11124,SE-POCO REDONDO
13225,2018,POCO VERDE,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,12712,10479,SE-POCO VERDE
8248,2018,PROPRIA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,14055,9340,SE-PROPRIA
12927,2018,RIACHUELO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,5613,4394,SE-RIACHUELO
6519,2018,RIACHAO DO DANTAS,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,11926,9942,SE-RIACHAO DO DANTAS
13659,2018,RIBEIROPOLIS,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,9770,6578,SE-RIBEIROPOLIS
12141,2018,ROSARIO DO CATETE,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,5795,4512,SE-ROSARIO DO CATETE
9168,2018,SALGADO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,11322,9100,SE-SALGADO
9667,2018,SANTA LUZIA DO ITANHY,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,7002,5859,SE-SANTA LUZIA DO ITANHY
13758,2018,SANTA ROSA DE LIMA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,2629,2001,SE-SANTA ROSA DE LIMA
16678,2018,SANTANA DO SAO FRANCISCO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,3938,3026,SE-SANTANA DO SAO FRANCISCO
13467,2018,SANTO AMARO DAS BROTAS,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,6068,5254,SE-SANTO AMARO DAS BROTAS
10708,2018,SIMAO DIAS,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,24065,19094,SE-SIMAO DIAS
1657,2018,SIRIRI,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,4587,3508,SE-SIRIRI
15415,2018,SAO CRISTOVAO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,39140,25032,SE-SAO CRISTOVAO
11973,2018,SAO DOMINGOS,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,5356,3451,SE-SAO DOMINGOS
12880,2018,SAO FRANCISCO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,2465,1988,SE-SAO FRANCISCO
8843,2018,SAO MIGUEL DO ALEIXO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,2621,2101,SE-SAO MIGUEL DO ALEIXO
489,2018,TELHA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,2446,1720,SE-TELHA
8693,2018,TOBIAS BARRETO,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,28024,21192,SE-TOBIAS BARRETO
7900,2018,TOMAR DO GERU,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,6399,4859,SE-TOMAR DO GERU
5884,2018,UMBAUBA,SE,NORDESTE,2,FERNANDO HADDAD,Presidente,12355,9162,SE-UMBAUBA
6871,2018,ADAMANTINA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,18244,15088,SP-ADAMANTINA
3210,2018,ADOLFO,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2702,2041,SP-ADOLFO
13681,2018,AGUAI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,15100,10765,SP-AGUAI
10817,2018,AGUDOS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,19950,15379,SP-AGUDOS
10063,2018,ALAMBARI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3179,2432,SP-ALAMBARI
14136,2018,ALFREDO MARCONDES,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2733,1880,SP-ALFREDO MARCONDES
10398,2018,ALTAIR,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2077,1269,SP-ALTAIR
667,2018,ALTINOPOLIS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,8020,5115,SP-ALTINOPOLIS
9255,2018,ALTO ALEGRE,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2508,1932,SP-ALTO ALEGRE
13359,2018,ALUMINIO,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,9584,6530,SP-ALUMINIO
5603,2018,ALVINLANDIA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,1804,1118,SP-ALVINLANDIA
12449,2018,AMERICANA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,125649,98605,SP-AMERICANA
9908,2018,AMPARO,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,36380,29332,SP-AMPARO
13245,2018,AMERICO BRASILIENSE,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,18027,10503,SP-AMERICO BRASILIENSE
3998,2018,AMERICO DE CAMPOS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3463,2630,SP-AMERICO DE CAMPOS
7907,2018,ANALANDIA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2606,2050,SP-ANALANDIA
11324,2018,ANDRADINA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,29156,20882,SP-ANDRADINA
6951,2018,ANGATUBA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,11958,7903,SP-ANGATUBA
8104,2018,ANHEMBI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3388,2504,SP-ANHEMBI
220,2018,ANHUMAS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2411,1687,SP-ANHUMAS
13191,2018,APARECIDA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,20691,16138,SP-APARECIDA
15068,2018,APARECIDA D'OESTE,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2637,1547,SP-APARECIDA D'OESTE
14186,2018,APIAI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,12283,7214,SP-APIAI
4884,2018,ARAMINA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2998,1834,SP-ARAMINA
5155,2018,ARANDU,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3885,2679,SP-ARANDU
4284,2018,ARAPEI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,1574,950,SP-ARAPEI
2482,2018,ARARAQUARA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,110651,70340,SP-ARARAQUARA
14662,2018,ARARAS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,68053,54587,SP-ARARAS
15026,2018,ARACARIGUAMA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,10404,7212,SP-ARACARIGUAMA
2369,2018,ARACATUBA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,100777,80353,SP-ARACATUBA
10501,2018,ARACOIABA DA SERRA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,17011,13130,SP-ARACOIABA DA SERRA
2567,2018,ARCO-IRIS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,1408,987,SP-ARCO-IRIS
13873,2018,AREALVA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,4340,3277,SP-AREALVA
16055,2018,AREIAS,SP,SUDESTE,2,FERNANDO HADDAD,Presidente,2091,1128,SP-AREIAS
11389,2018,AREIOPOLIS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,5652,3791,SP-AREIOPOLIS
7965,2018,ARIRANHA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,4875,3668,SP-ARIRANHA
1770,2018,ARTUR NOGUEIRA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,24683,18341,SP-ARTUR NOGUEIRA
10164,2018,ARUJA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,45689,31746,SP-ARUJA
352,2018,ASPASIA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,1273,818,SP-ASPASIA
15260,2018,ASSIS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,48121,35336,SP-ASSIS
1667,2018,ATIBAIA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,71731,56292,SP-ATIBAIA
7356,2018,AURIFLAMA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,7816,5561,SP-AURIFLAMA
2413,2018,AVANHANDAVA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,5112,3257,SP-AVANHANDAVA
830,2018,AVARE,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,42203,32653,SP-AVARE
16921,2018,AVAI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2691,1571,SP-AVAI
16969,2018,BADY BASSITT,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,8715,6953,SP-BADY BASSITT
5931,2018,BALBINOS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,946,719,SP-BALBINOS
6246,2018,BANANAL,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,5506,3078,SP-BANANAL
1600,2018,BARBOSA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3327,2178,SP-BARBOSA
7070,2018,BARIRI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,16393,13538,SP-BARIRI
12804,2018,BARRA BONITA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,20617,15951,SP-BARRA BONITA
13741,2018,BARRA DO CHAPEU,SP,SUDESTE,2,FERNANDO HADDAD,Presidente,2915,1532,SP-BARRA DO CHAPEU
7776,2018,BARRA DO TURVO,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3648,1846,SP-BARRA DO TURVO
15711,2018,BARRETOS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,55108,40754,SP-BARRETOS
2470,2018,BARRINHA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,15494,9469,SP-BARRINHA
6931,2018,BARUERI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,173476,109197,SP-BARUERI
15612,2018,BARAO DE ANTONINA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,1754,1018,SP-BARAO DE ANTONINA
11567,2018,BASTOS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,11921,9951,SP-BASTOS
12204,2018,BATATAIS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,28737,20371,SP-BATATAIS
17135,2018,BAURU,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,183658,133954,SP-BAURU
7489,2018,BEBEDOURO,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,38227,30396,SP-BEBEDOURO
4701,2018,BENTO DE ABREU,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,1461,1035,SP-BENTO DE ABREU
71,2018,BERNARDINO DE CAMPOS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,5526,4140,SP-BERNARDINO DE CAMPOS
6760,2018,BERTIOGA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,27411,18527,SP-BERTIOGA
13123,2018,BILAC,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,4616,3764,SP-BILAC
279,2018,BIRIGUI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,60866,50564,SP-BIRIGUI
14550,2018,BIRITIBA MIRIM,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,15166,11348,SP-BIRITIBA MIRIM
13035,2018,BOA ESPERANCA DO SUL,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,6586,3573,SP-BOA ESPERANCA DO SUL
1603,2018,BOCAINA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,6026,4892,SP-BOCAINA
7261,2018,BOFETE,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,4906,3568,SP-BOFETE
13064,2018,BOITUVA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,28270,21746,SP-BOITUVA
5854,2018,BOM JESUS DOS PERDOES,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,11366,8597,SP-BOM JESUS DOS PERDOES
9217,2018,BOM SUCESSO DE ITARARE,SP,SUDESTE,2,FERNANDO HADDAD,Presidente,2185,1095,SP-BOM SUCESSO DE ITARARE
7007,2018,BORACEIA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2581,1860,SP-BORACEIA
15622,2018,BORBOREMA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,7324,5904,SP-BORBOREMA
64,2018,BOREBI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,1541,1046,SP-BOREBI
10530,2018,BORA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,759,525,SP-BORA
329,2018,BOTUCATU,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,70944,52219,SP-BOTUCATU
13352,2018,BRAGANCA PAULISTA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,84600,67605,SP-BRAGANCA PAULISTA
8070,2018,BRAUNA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3079,2402,SP-BRAUNA
13927,2018,BREJO ALEGRE,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,1782,899,SP-BREJO ALEGRE
4029,2018,BRODOWSKI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,11436,9157,SP-BRODOWSKI
2300,2018,BROTAS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,11737,9364,SP-BROTAS
6472,2018,BURI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,10274,7390,SP-BURI
12763,2018,BURITAMA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,8645,6252,SP-BURITAMA
7401,2018,BURITIZAL,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2592,2047,SP-BURITIZAL
3285,2018,BALSAMO,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,5159,4204,SP-BALSAMO
10834,2018,CABREUVA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,22816,17136,SP-CABREUVA
10102,2018,CABRALIA PAULISTA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2308,1376,SP-CABRALIA PAULISTA
14985,2018,CACHOEIRA PAULISTA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,16778,12126,SP-CACHOEIRA PAULISTA
16460,2018,CACONDE,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,9116,5956,SP-CACONDE
17036,2018,CAFELANDIA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,8496,6467,SP-CAFELANDIA
269,2018,CAIABU,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2410,1305,SP-CAIABU
10666,2018,CAIEIRAS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,46132,29988,SP-CAIEIRAS
7295,2018,CAIUA,SP,SUDESTE,2,FERNANDO HADDAD,Presidente,2517,1320,SP-CAIUA
420,2018,CAJAMAR,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,42182,26934,SP-CAJAMAR
4847,2018,CAJATI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,14971,11259,SP-CAJATI
12998,2018,CAJOBI,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,5384,3847,SP-CAJOBI
13896,2018,CAJURU,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,11741,7421,SP-CAJURU
13291,2018,CAMPINA DO MONTE ALEGRE,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3246,2264,SP-CAMPINA DO MONTE ALEGRE
9231,2018,CAMPINAS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,583125,401284,SP-CAMPINAS
3794,2018,CAMPO LIMPO PAULISTA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,40629,28924,SP-CAMPO LIMPO PAULISTA
11424,2018,CAMPOS DO JORDAO,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,23869,18414,SP-CAMPOS DO JORDAO
10387,2018,CAMPOS NOVOS PAULISTA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2503,1714,SP-CAMPOS NOVOS PAULISTA
3783,2018,CANANEIA,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,6051,4107,SP-CANANEIA
11846,2018,CANAS,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2625,1927,SP-CANAS
430,2018,CANITAR,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2395,1536,SP-CANITAR
10135,2018,CAPELA DO ALTO,SP,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,9675,7699,SP-CAPELA DO ALTO
